32
0.000000	22.581329	52.551853	1.517110	85.535911	34.326663	11.358268	24.863382	33.867033	50.634430	5.904710	17.847817	55.534380	96.802033	34.819983	4.394989	14.570905	7.217321	84.489255	62.237162	77.038276	46.504745	40.286935	11.198188	29.652659	0.914776	40.097612	37.185985	4.558312	63.657044	29.986998	37.731300	50.539188	 
2.552718	8.686142	18.176002	41.260800	32.864900	7.112479	2.860063	3.076628	39.029599	49.053880	34.744259	44.053176	8.120397	70.753381	6.021500	116.571858	20.644291	15.839622	9.300935	15.688417	17.099636	63.339256	63.417614	1.777254	10.824090	34.677967	6.324308	31.058000	1.607043	3.862906	14.996848	5.064651	7.879819	 
29.798959	28.482893	7.895286	3.580332	81.393364	76.284755	4.535349	47.302739	4.822240	23.708987	12.112956	32.655114	77.685261	3.781668	16.020303	4.647334	24.421612	49.866296	29.050753	8.895705	18.965377	88.582857	4.534149	31.871365	6.284844	31.186489	41.158315	10.037348	8.931385	79.661089	82.984419	77.508647	13.363260	 
44.712696	44.855255	37.016788	8.110485	14.752489	10.291387	18.645755	22.550320	5.076745	6.379606	12.843536	3.535718	6.568498	6.544809	14.543134	11.778033	41.580814	22.957005	18.204992	77.465119	16.503821	13.194928	21.570577	21.385689	45.964142	10.150829	5.960801	21.617946	29.901563	21.257612	103.492231	8.578752	6.795272	 
45.580810	16.758298	4.462803	9.413285	4.894274	23.248654	35.118450	11.284640	55.035051	1.341994	68.181342	34.789332	9.607248	2.919149	13.194378	21.620928	16.249631	101.028003	35.805839	50.412443	6.042988	55.538043	26.939104	9.097205	34.109555	41.594744	76.998215	10.837613	50.283234	3.148391	24.697747	49.028702	35.508951	 
29.957183	139.111199	5.862674	34.541839	11.789721	1.430834	2.783543	7.110000	19.053587	12.052297	55.582563	91.662586	3.182555	23.323488	76.003075	54.612850	19.575716	16.399314	54.578908	64.822804	69.311314	0.817988	0.381581	16.817398	9.024124	5.687549	37.512899	17.528263	16.236904	19.759645	15.386932	26.655406	53.319726	 
28.326439	16.446288	30.789982	5.297703	7.333151	15.013350	0.969705	19.591886	23.651339	21.050888	15.418719	10.357236	6.639451	5.002580	14.831092	39.412909	23.756741	41.119095	1.089564	19.969556	100.690510	52.231766	3.951386	5.619521	9.285182	31.113794	58.172998	5.209742	28.529203	17.198468	12.025176	36.600651	6.576449	 
4.543070	48.935475	23.079831	13.468003	19.971035	4.851786	5.454065	5.086515	6.307090	5.607345	32.327647	3.123311	61.988688	13.764741	2.410457	17.967701	56.243201	0.733325	30.142143	5.253142	24.735685	25.261886	22.833708	12.561890	60.203111	22.502504	80.483248	24.807470	11.505636	28.990796	37.599875	14.142595	37.109847	 
6.065129	27.266964	17.621994	3.568877	3.942174	33.618577	4.452790	61.246628	9.867214	15.356770	3.109052	7.629378	4.922769	38.932536	4.351453	51.920984	5.829685	71.989849	9.192997	78.039636	7.389367	91.238887	26.911542	4.416559	0.528834	2.611499	17.768237	16.750907	2.462068	105.561585	40.648795	45.123763	32.479257	 
3.720704	1.637298	8.306764	3.321091	42.165433	31.723127	8.430757	17.191480	23.917013	6.227386	22.410836	11.622943	15.785501	9.586508	32.927042	143.276721	49.704392	1.265081	26.725586	18.685686	40.368828	39.487070	29.405817	37.523635	10.035133	25.630467	34.637309	24.670518	20.259411	54.695267	19.156018	13.267175	55.136156	 
3.226595	23.900452	9.566876	13.560940	5.959343	11.271954	78.734109	37.257062	7.291306	23.928535	0.379257	53.522828	2.824416	2.735771	53.415170	67.683931	7.182563	85.172657	23.206548	14.583243	13.641276	50.947613	3.021156	14.067898	11.511271	8.592372	21.375377	65.263995	2.984515	11.051385	18.483584	44.228645	43.742074	 
8.923456	4.036315	30.128134	2.230317	44.034794	2.484805	26.894901	9.649331	62.086590	40.689673	15.839859	1.870726	49.937106	84.161557	5.934538	30.157595	43.269725	1.437284	7.101857	11.690445	57.017314	1.918887	75.849406	5.520261	145.228055	1.659393	40.072025	20.423893	89.195626	9.153871	73.166458	109.846332	8.861384	 
14.116317	11.713315	2.853132	19.444983	16.019752	26.505710	14.499071	11.850979	44.216621	22.671333	7.523703	106.200288	3.346431	28.044580	46.028189	1.105860	56.474021	35.551406	9.408903	4.065089	62.309063	6.541116	1.515920	26.570561	1.667167	22.253133	3.541393	30.150251	9.265824	7.733903	9.452867	62.248129	5.887337	 
11.757600	7.479908	2.110853	37.154993	18.588867	1.424547	80.717600	26.186941	84.968074	13.854019	9.512935	10.144056	6.736235	7.049587	6.768007	47.213830	76.581961	4.917612	50.661924	15.144127	7.349183	33.975120	12.872009	8.140247	32.548306	25.183369	18.027757	9.558987	48.633057	27.842305	10.948576	18.575438	34.802229	 
58.628278	144.748818	38.322015	43.617228	21.046529	0.707706	12.407090	7.146251	10.922875	0.577760	99.135581	13.842891	14.413996	65.069768	4.903125	53.599311	3.004157	12.925871	56.500568	12.328413	21.488474	213.573891	127.839904	12.118865	31.179908	26.891800	1.283150	28.311951	14.984991	16.306054	47.982421	2.676859	62.693091	 
33.867070	0.956702	36.766546	100.753880	6.214443	26.692822	17.954793	16.617461	3.253841	27.210371	6.539743	3.944048	34.845317	10.299410	33.559455	9.441914	42.283417	14.751151	22.525515	7.463077	34.813994	10.264386	8.451920	2.147399	55.239726	3.951072	66.923784	77.727952	39.599503	24.976155	9.004750	8.063757	4.422778	 
7.138845	1.591287	21.301242	83.207185	19.500568	5.338144	22.803907	2.658575	3.343506	12.789917	23.103055	96.795227	23.731710	45.932881	37.444448	1.742374	8.885547	102.118525	40.035279	29.114230	3.681164	47.232205	56.492666	12.385126	8.552802	28.677987	25.042157	52.263696	12.876937	37.103813	5.500026	32.042632	60.835420	 
56.912980	31.374031	41.675382	49.154699	45.878011	19.753084	147.268572	3.079562	9.664996	20.296824	100.920125	8.130818	1.653528	1.096406	101.102266	30.323305	24.961583	16.346015	82.849753	1.111304	12.662592	43.322891	13.521766	3.870611	35.411340	44.432238	32.388634	44.043109	50.052630	27.252008	14.050528	17.239712	7.389218	 
41.087423	3.637223	23.049821	20.106806	19.465656	1.819710	14.746316	11.987465	2.032786	21.138777	28.566115	26.289055	3.849328	41.180500	1.473674	30.154848	26.473179	2.568720	9.805677	15.854955	58.130214	3.855380	17.442854	21.136960	79.161041	138.619655	6.644536	60.391331	122.826374	13.545710	5.071073	28.115140	6.740664	 
8.284717	19.696624	22.321199	53.490120	26.464200	100.565270	9.448200	5.718601	9.902186	9.278194	24.737453	9.676983	122.417366	8.545348	73.961036	93.353323	3.001823	36.717398	25.307477	13.602578	58.041168	15.691288	5.179106	40.754579	1.530428	94.431522	28.074470	79.613986	5.455519	13.225449	1.009028	93.096547	29.079128	 
18.179029	26.506335	32.414133	29.025967	25.256912	3.080412	14.372422	2.483456	12.910174	17.460597	23.888014	4.583764	15.407368	70.767200	60.191349	18.040974	16.939940	23.865308	38.773172	29.815299	5.588820	1.469934	51.894073	29.758854	52.224247	45.327419	10.810341	4.544095	20.494725	9.863358	15.173081	5.190414	37.626596	 
30.283836	16.013054	7.005051	5.616494	9.137586	112.929970	0.731903	9.543921	69.577236	149.902261	17.925689	4.568847	3.353568	67.132576	9.502620	23.667031	14.116163	189.252901	36.952914	43.834158	20.221819	4.898183	10.562655	5.030108	30.780017	52.774713	26.443616	28.164763	19.260523	29.412819	1.272558	145.019934	13.623932	 
59.851603	6.219473	87.974982	50.664114	1.975713	48.571552	46.770725	6.019846	14.161388	6.017971	1.594719	30.085942	19.452329	40.865054	8.126621	46.862772	30.693034	49.989550	1.121347	15.943314	9.824656	7.929950	1.357926	22.426212	1.654460	14.787195	44.091525	38.198957	34.434536	60.049471	17.447183	25.847242	20.752443	 
8.637143	2.419174	11.981878	187.757423	17.217320	75.326744	25.262930	8.754571	13.128915	53.710607	1.307361	6.143105	8.510529	54.011929	38.397156	2.408343	2.646828	12.095986	42.425539	15.384984	38.636781	49.785138	33.911788	6.251726	15.363659	57.411718	67.369672	27.044155	23.413180	24.401704	1.848175	1.686235	25.464681	 
18.582208	16.348447	6.118675	5.114586	5.708123	5.172857	34.060738	4.889821	34.936494	83.362911	4.195567	1.927354	25.109205	22.633366	4.049612	119.465090	27.345479	39.573323	55.914943	10.512880	32.678644	31.612318	16.006045	49.955797	0.043501	23.904495	12.256739	21.609783	19.777127	17.624319	29.837657	41.255673	18.034314	 
1.429923	3.899339	18.102228	48.171274	4.782384	49.635440	17.060619	2.067354	24.284246	8.014278	50.652629	2.106459	36.932089	29.542113	4.770524	23.598386	61.562524	19.585896	5.027577	22.202711	3.110143	42.092163	2.875670	124.837023	37.457493	3.691884	21.421259	26.747123	54.724457	0.725951	30.941256	63.481017	11.902084	 
53.383782	55.450197	42.534106	25.642337	3.455957	11.296089	5.646146	49.411841	49.399862	48.652597	36.580045	35.989277	26.673061	2.307994	32.503208	26.467588	3.608668	25.498069	71.010501	89.856081	2.076317	11.593193	5.273531	50.920152	27.402130	3.170610	4.792179	26.417579	66.735197	3.983274	5.450510	3.214472	11.163020	 
51.997372	39.603336	21.313028	56.510023	118.115369	22.912472	5.512509	28.268495	62.859456	27.352391	45.396203	30.531423	6.090990	5.807354	3.280028	15.105206	13.458097	13.205402	183.229700	0.794795	6.219837	1.443649	48.285079	79.414179	31.536214	29.456522	8.888171	12.412972	41.708014	17.140179	22.019306	10.168009	78.315194	 
17.143547	22.472090	35.247663	45.053197	2.704254	13.933664	37.697369	11.100330	13.799378	30.031083	6.629940	75.932178	2.213821	34.908472	63.032136	6.359576	46.561224	1.980680	65.066230	10.804754	14.904881	4.881588	44.512103	6.347779	56.267515	74.835488	7.296479	26.920771	0.778359	2.819598	124.210339	15.227482	7.428740	 
