20
0.000000	3.832490	6.831579	28.422265	26.172484	63.320100	2.654107	5.257824	20.021248	19.642769	33.264069	38.543819	1.564640	11.959516	6.862306	45.827334	16.373734	67.358616	42.334908	19.470711	4.427663	 
55.376870	8.564230	32.409590	20.023702	42.880846	8.049222	53.755349	15.236403	53.662539	60.722027	55.656501	0.597601	8.264340	7.062996	27.872503	36.496543	140.758218	24.219720	5.146008	17.967464	30.224448	 
3.772004	24.751085	2.377285	1.345495	0.612621	15.395958	31.156346	12.266130	34.995158	3.014059	14.748028	33.863090	31.944183	18.509385	0.800985	3.986768	45.975323	21.048715	99.764662	19.559747	36.034398	 
15.431193	12.655157	7.411138	1.104213	24.566126	6.920990	28.396900	7.073241	56.381323	1.643240	20.458980	8.730564	31.944969	54.261877	4.185733	93.542234	18.110906	3.950978	48.503020	17.851361	4.886633	 
13.057606	24.711007	2.510637	24.371391	9.893980	27.017607	2.885837	17.904393	22.517549	3.351266	64.512425	29.473116	37.106497	11.184868	6.218870	45.350597	28.416573	16.164148	26.478682	15.631371	26.646983	 
16.583170	13.761668	5.434929	28.658798	74.295344	17.469280	138.580262	42.743242	64.617472	15.238225	23.684432	16.535036	15.845671	0.690401	1.677422	1.556072	8.969600	1.577784	46.854838	29.699855	3.514230	 
93.640565	16.902823	31.650213	0.597646	11.788093	7.502927	0.723318	22.045488	39.909412	14.676995	28.777339	6.841238	0.897814	13.147125	13.554715	0.767444	23.916489	20.318515	65.897930	9.655254	8.356632	 
44.728347	5.399020	8.910237	52.544453	33.346300	24.185317	7.638738	6.330266	56.982691	27.897530	8.063817	31.410276	40.975184	15.106603	7.458490	19.110671	7.359695	16.262022	52.936143	8.665204	38.433327	 
4.022971	54.364616	7.570797	24.931570	13.861250	27.011901	12.316253	45.881414	0.202400	31.482546	13.800298	2.438566	2.410389	32.991134	4.585804	0.650211	42.858299	52.288773	2.542718	12.441506	4.450065	 
6.684500	2.282691	1.444960	13.229777	37.227983	13.002953	5.349438	6.463933	4.756675	2.600706	48.565803	15.888887	1.100056	0.222590	39.255782	82.881033	3.174676	9.789871	17.446047	46.278038	13.387023	 
2.675296	84.408836	1.690484	4.315007	12.957958	35.026729	72.428536	46.749709	19.257879	52.046643	12.351184	15.957351	90.410086	9.795437	52.750502	8.012416	63.597024	49.859242	6.793814	20.092060	32.218857	 
14.249752	28.535656	3.260944	14.780472	8.959143	12.476301	21.704218	65.238256	4.184802	31.640626	27.688460	1.709784	26.114923	16.338901	31.733336	48.725462	6.363684	21.087337	11.294410	2.668492	17.677158	 
8.946651	3.510944	3.873816	0.828121	18.801026	45.374702	3.020257	2.682928	30.874677	4.746139	77.303339	32.002351	24.756241	87.696971	112.901874	39.625407	24.715791	2.823237	41.621668	4.413966	33.919881	 
2.505748	22.789124	3.813215	0.368243	31.938678	25.882734	9.720272	8.310693	21.699174	2.977955	30.208069	14.464299	55.132399	2.756979	64.911877	65.590924	75.066137	12.328209	21.091170	26.218267	7.017048	 
51.302231	11.158070	7.551038	1.050729	21.249954	18.065607	1.636702	4.037725	12.554030	32.184005	13.199568	7.322347	21.162380	17.740504	3.808849	20.211721	30.396408	7.929012	17.301813	40.886863	1.114415	 
8.224284	51.243223	10.927576	10.972105	9.763499	1.695592	0.693961	20.599731	1.955998	30.878174	32.687749	27.977225	22.740542	2.805870	65.480748	4.315631	2.113533	0.771599	7.650598	5.148975	29.005697	 
30.361727	50.359075	33.784850	0.972236	12.684731	6.384632	50.315580	42.777511	14.962819	14.698375	2.152972	39.842810	30.100231	4.558072	122.936115	40.412045	12.629235	29.565545	1.039565	16.880332	18.246133	 
23.361534	7.860062	137.895124	21.610950	61.260482	22.729949	30.381852	34.974200	30.385462	4.100882	1.019292	11.259963	33.132653	1.533863	44.927882	94.872524	0.580811	3.882758	46.342010	18.794928	9.571264	 
14.745164	43.903076	44.363245	16.412106	12.537371	15.403530	9.994797	1.220960	15.807070	23.868811	4.812388	26.205453	0.837418	1.176416	10.331734	5.215665	9.764071	21.284601	0.459628	65.174063	4.258306	 
26.154333	8.838022	7.561362	28.946842	4.845098	38.263430	5.443957	63.075845	7.932167	42.866678	34.449150	5.273228	4.236325	4.850532	8.427716	18.607165	11.919932	19.257364	28.729469	4.771663	8.704364	 
38.048580	26.531897	7.246724	6.833374	21.715010	0.918588	13.989366	19.882229	4.072995	44.281149	1.582039	107.345708	9.360637	6.641673	43.589119	6.274407	1.100524	21.680251	10.298652	2.389636	3.315202	
