20
0.000000	3.289087	1.758277	3.011873	21.887224	4.592240	29.008633	34.039042	42.315917	6.376330	19.644098	4.522037	4.735445	15.393057	52.642238	11.775258	5.031381	5.591155	27.404285	28.052340	21.335251	 
60.894052	1.582201	38.615564	14.307047	3.404491	62.154042	3.127986	4.915603	27.329073	13.638508	4.073536	1.327715	5.850367	31.484389	14.534316	5.104542	4.349343	21.152489	9.097698	6.407330	37.451032	 
15.489007	18.207613	0.231806	16.440493	6.679578	35.510600	6.791163	46.855935	4.495519	19.402187	31.939313	38.293375	2.813355	6.511963	3.170708	7.501765	29.782281	11.466584	16.539051	1.959302	12.140787	 
7.584756	33.417827	5.095351	9.486775	12.525956	23.330714	2.215483	13.593355	27.853789	9.058739	39.866095	31.358057	41.616632	65.424775	14.316604	16.269962	36.984312	39.000074	1.141570	7.530308	0.519072	 
3.784719	15.807904	30.893778	5.184127	3.416967	47.723188	14.758533	14.828574	2.162376	3.796429	32.108046	12.151669	19.023721	0.949349	6.463621	9.117102	7.947723	14.543850	66.492545	4.162799	11.514686	 
29.242468	0.930829	3.192775	17.245626	14.833568	3.348286	26.653468	64.515295	13.411404	6.931414	10.273395	7.927402	6.038004	24.823975	2.115767	41.552293	65.115773	14.925065	24.471935	2.080739	6.018819	 
1.086082	13.746577	15.746226	31.167768	15.861793	56.191575	0.092099	32.134617	45.771934	32.965077	66.479065	28.848842	36.124547	6.247895	8.885439	14.492040	14.644269	3.891666	18.631347	30.564632	24.888699	 
6.052402	20.008025	10.889790	47.714719	6.746337	22.285091	19.794740	2.885353	1.190154	7.587207	41.159799	34.792918	11.269586	36.032849	30.211459	13.893558	25.373820	29.348387	14.736779	23.413990	6.321021	 
11.572075	7.232074	70.349869	10.173957	58.511982	50.710616	15.746436	46.984432	3.895618	1.061306	0.787464	16.981140	61.696450	43.104091	5.876054	4.260918	17.613999	40.782319	7.674649	89.653700	39.725095	 
48.841108	13.880519	6.115409	50.904412	3.694204	8.762018	53.028997	11.280378	97.364712	6.502579	29.663244	46.745783	15.998294	4.784731	31.992463	23.755470	7.781652	14.987901	6.057592	15.513365	3.656500	 
2.380278	0.898842	3.029886	22.830972	7.508216	21.097207	23.163731	7.878403	2.430344	1.423756	4.435414	7.417184	54.162587	61.115712	23.427232	32.322300	7.636498	3.354471	12.894502	26.076578	7.729827	 
5.126179	1.948789	7.747390	14.855591	12.142157	116.747031	11.762820	5.678530	18.386491	9.939856	1.070790	2.566320	0.792575	46.758649	19.109579	17.758287	11.670648	35.017314	79.005737	33.223368	7.828538	 
8.157574	13.196237	13.900768	4.788980	39.149616	15.160777	15.350914	29.101514	2.115426	1.701463	18.156519	8.132334	0.415720	14.275176	43.793489	36.244052	125.007292	15.238111	23.167694	12.880682	2.227479	 
4.762919	17.896880	27.026465	8.780080	21.277332	7.190037	4.155359	41.800744	25.050661	40.167255	18.016174	10.502383	11.277971	6.517769	7.884666	47.849260	8.855393	53.048940	13.534815	16.224856	11.126869	 
118.887228	14.355060	17.596683	7.856994	78.770498	142.391352	37.314463	8.138479	38.170971	48.044036	16.098649	18.758231	54.465193	32.779923	4.928719	3.178422	2.197512	11.669718	0.536179	11.627749	47.134003	 
3.134614	17.208620	24.254910	37.129793	10.573084	25.033331	71.358489	2.292355	0.949590	4.505351	0.989792	35.473400	94.604906	0.812430	8.796566	2.780619	0.242418	7.738829	104.055420	16.760528	70.195965	 
61.167066	67.934358	2.166551	22.723070	30.474295	0.617885	18.223649	12.951476	34.057703	5.798721	60.501176	6.137016	55.832745	95.762256	18.663973	0.933841	3.406363	24.281278	17.738207	30.306224	2.220434	 
4.376838	13.682578	11.834573	5.140435	2.128260	47.032150	37.955949	47.093977	18.123929	32.385542	23.357301	32.655029	39.937045	72.184427	4.160256	10.055191	7.947635	0.830547	27.219327	37.611551	54.504285	 
31.541599	8.168104	3.642682	10.795936	32.150926	1.299599	68.031343	15.065934	13.870323	1.968959	16.476912	8.156190	3.509767	34.533709	5.508627	51.097874	9.908300	32.475888	10.327455	4.989823	3.506224	 
8.157353	30.200982	101.954568	20.926326	6.616367	18.126269	29.853867	57.643954	16.601840	15.259364	18.698506	11.162601	6.306654	57.533391	3.781136	17.665070	26.354195	29.821304	31.245648	2.870051	71.131574	 
6.056017	7.506056	7.050198	18.120814	5.022388	73.309131	7.604860	32.484711	11.370078	18.126880	3.341378	6.564663	19.496590	8.898427	1.793229	7.519818	0.601104	29.396631	47.022004	2.085560	0.960948	
