10
0.000000	6.867862	26.955978	0.574607	26.748851	30.948169	4.821623	24.370493	18.403863	17.997103	54.823461	 
14.251886	5.384517	11.948287	18.146260	24.991283	16.730430	9.094472	44.071462	10.794736	24.674115	10.304065	 
10.293448	26.854619	1.288010	1.898319	4.594550	49.028455	5.935556	2.075970	10.914233	12.192045	70.926890	 
1.050200	22.768921	55.739581	1.007267	1.990442	3.170262	5.763087	16.730594	11.997016	21.635990	14.544539	 
3.996220	31.398395	6.271339	11.823044	1.803797	15.621190	10.403392	5.011749	7.718113	6.713738	2.340723	 
7.688290	5.366134	25.391915	11.929092	4.103637	4.795145	19.675171	4.941691	23.091186	0.589788	4.102865	 
20.568501	7.534618	8.686976	6.954256	10.275999	1.279883	0.439517	9.215341	10.919967	17.902929	17.527928	 
15.591572	17.895171	25.766507	11.211246	4.882700	16.792046	62.921653	0.053007	47.090212	12.491071	1.261599	 
4.886951	19.746187	11.085666	25.517537	11.940868	6.751693	14.823974	27.354127	4.394887	8.130198	21.607927	 
48.709482	22.776466	8.949781	12.363700	19.874923	46.672217	32.907752	52.471005	30.817703	3.662184	52.262607	 
0.784170	9.033165	30.682407	20.735160	28.011874	8.398449	15.277372	35.548508	26.570634	19.019268	3.620953	
