10
0.000000	36.413825	6.651976	2.712126	5.149440	2.985262	2.554049	5.700984	0.938987	1.084362	16.128662	 
45.590430	0.029602	20.627581	21.491912	73.655263	13.123096	12.174891	27.816839	1.095173	0.448861	12.137053	 
4.105630	16.422011	2.996770	1.486053	8.830234	7.672550	7.937050	1.622453	3.650907	28.953766	1.846907	 
30.967301	19.851919	8.192534	0.649091	5.916134	6.401293	33.405088	14.205964	20.162955	47.947523	12.557962	 
22.484347	9.125148	5.330266	16.598228	0.084647	7.365002	14.671123	40.774838	23.524163	7.703532	26.563360	 
1.432109	1.207750	9.295855	10.031955	17.199524	1.635224	43.586696	1.961957	12.112206	13.342879	32.975901	 
65.332404	11.267699	34.499251	6.951970	2.652707	23.664535	4.633267	4.351708	25.032947	12.444168	6.711326	 
1.396500	0.680558	11.664754	14.355172	9.109534	1.081613	15.009873	1.321630	4.396219	18.618957	18.426440	 
8.635975	11.710477	37.019689	9.501742	4.096904	40.990226	19.252778	19.152493	4.232323	1.147016	3.905308	 
13.989281	13.046354	8.653894	5.309397	9.361465	3.732980	12.808163	0.722775	3.153998	1.032982	4.000752	 
5.991674	18.339255	11.551315	18.100346	12.331099	14.873503	9.854520	1.695211	7.710792	122.199996	2.486272	
