10
0.000000	2.779497	12.002102	12.837637	10.237831	29.580408	32.534677	19.893645	25.422590	34.737008	15.012726	 
2.831075	2.044717	3.747582	0.657783	2.098629	80.577828	8.295800	1.103715	10.612175	11.399355	10.750822	 
8.029678	5.455962	6.109855	46.901273	13.690659	2.578637	29.580752	20.370991	10.439462	12.677153	9.386284	 
0.708907	15.003187	2.131299	0.202395	19.209749	7.165321	10.078407	22.521392	6.848814	15.058813	6.342102	 
35.918300	13.594916	12.887326	7.518246	3.294422	43.389783	25.874265	14.867405	19.722370	31.175279	11.393770	 
3.896382	13.366419	12.261495	4.602764	7.639898	0.910765	59.114549	24.090053	9.089823	0.963292	1.765831	 
3.258371	78.057112	34.614056	11.863639	21.564764	37.429255	5.531836	18.896680	1.325318	17.648961	1.285947	 
83.198956	10.723280	37.660845	5.657500	2.212541	8.520543	32.400350	0.326852	3.017312	52.440890	6.607730	 
17.261408	26.437627	1.477199	8.227897	26.895816	5.641684	2.916676	10.188559	2.331181	2.253657	14.259917	 
56.588493	16.134007	12.805929	60.648570	41.090939	1.929269	25.780274	6.457408	10.920604	1.073709	10.088280	 
14.342764	8.118160	10.060220	0.931551	36.037536	32.830480	6.816928	9.096262	3.192477	41.133147	13.245072	
