10
0.000000	1.572872	6.378224	20.787921	29.769429	30.976936	33.553670	8.495161	7.858252	15.554900	4.003202	 
23.045124	1.983110	13.841282	7.243143	43.983469	25.595960	0.377266	3.679557	4.633868	12.378395	3.969888	 
29.901011	7.176855	0.806515	15.558123	32.777550	20.181932	25.063082	5.606048	3.040880	4.251745	20.886840	 
6.683312	3.118467	0.593956	8.225920	7.328262	45.931003	53.398165	3.161414	63.516954	7.323261	13.869252	 
5.758475	17.459890	5.536131	19.816156	0.323507	67.268199	4.361086	45.381170	4.946020	23.236744	54.507643	 
29.999410	19.213505	24.341729	31.288265	19.345396	7.052786	1.834945	0.350970	5.852894	5.607327	13.243041	 
17.283183	6.374892	69.944860	6.977455	1.573500	26.085005	1.984296	8.750847	20.182941	1.622415	37.770344	 
3.167671	9.890569	5.816491	6.880290	1.434479	15.946305	14.761167	1.876657	3.775324	4.979114	1.333081	 
7.177052	8.706990	52.951611	29.975467	11.548774	8.218929	57.198040	4.423594	1.495753	8.669662	16.822369	 
6.352558	3.271858	1.859321	38.906377	66.466784	36.410986	2.322806	6.023922	9.143166	3.136507	8.905832	 
40.831961	19.289134	2.974732	39.246438	17.748021	2.312588	10.434810	1.442083	8.022044	24.681549	5.015179	
