10
0.000000	26.733548	9.782988	7.256734	23.070630	4.298095	6.832405	3.197545	70.143224	2.391442	36.052565	 
2.191973	5.526072	7.839219	30.475811	24.003781	15.247742	22.395336	3.498815	3.927509	11.018601	2.311134	 
11.238965	4.542922	1.284057	6.803640	9.337812	5.764211	2.728035	13.023064	1.022990	19.092374	11.966174	 
25.168883	9.365478	72.265519	1.204895	10.090096	6.578785	68.862879	53.957677	25.622322	27.194710	41.817374	 
8.288588	3.256536	8.321539	17.505589	2.989739	33.901297	12.371791	9.867978	2.627999	4.329614	0.781553	 
29.004138	8.095724	2.264507	15.973105	14.656244	5.278432	8.633175	6.275774	12.885669	8.249744	14.360695	 
18.537337	4.179277	20.518931	1.564532	24.127543	0.698170	20.625038	6.771957	62.263648	1.480080	12.720920	 
68.575784	17.298359	8.983896	11.063046	2.723412	13.616406	27.572934	1.656821	5.493932	15.611211	72.134426	 
8.367437	17.983707	8.962464	32.094922	38.878579	16.822667	7.395253	1.493202	0.983651	1.509001	52.704595	 
25.022732	51.969036	24.711867	21.107514	19.951728	38.127294	27.974251	1.756242	30.158987	0.063824	4.973374	 
37.187280	7.710338	32.058788	7.520423	20.571946	3.653088	4.601555	48.036948	18.059653	7.237910	0.498289	
