10
0.000000	3.226056	40.078648	1.176455	43.513141	23.321908	72.814897	30.984073	47.158965	9.297095	24.868596	 
4.816449	3.625998	11.581217	32.237028	0.699981	5.910551	6.863517	3.722676	1.396520	25.319895	9.475909	 
54.747381	16.349212	1.417059	9.780483	19.949984	1.541377	9.082615	2.670533	16.462251	5.643996	2.949362	 
11.501174	41.030352	5.586676	13.288197	9.342777	24.538228	11.784075	41.232683	20.262068	26.511911	3.166995	 
26.641385	45.818594	10.103644	5.347564	1.224441	19.465046	13.487707	13.128116	27.656666	14.302887	10.939213	 
7.133896	9.291625	20.279360	19.906096	45.877545	2.386161	5.283425	6.724263	17.124309	0.728876	1.058703	 
24.310664	2.413537	19.528232	12.713377	43.806037	16.432533	2.549961	2.504866	5.099488	1.224850	40.716583	 
44.875271	7.766702	7.895828	10.337713	29.113813	34.710768	13.995502	2.287845	1.755252	5.745456	22.327558	 
9.647237	1.899485	8.603711	26.198269	13.961430	71.801637	1.095997	8.490795	2.277181	44.601086	4.844954	 
19.521849	28.567913	3.548688	8.912749	1.307390	22.709654	36.136185	3.978519	2.412025	0.934676	39.788071	 
42.029470	14.266052	23.472167	0.400530	13.254169	28.915481	19.613086	19.350738	3.448394	6.972878	3.134080	
