80
0.000000	127.584943	65.663840	78.233697	20.124906	50.071820	34.508060	106.654266	45.338855	9.376801	1.386237	15.676829	12.539116	8.364663	25.568142	7.841848	48.495815	60.120327	118.369679	49.036799	46.206020	0.912650	90.078821	81.537141	62.858604	48.437858	3.454108	3.513452	73.782131	12.150102	14.613652	6.090969	2.322529	28.598601	54.984504	219.387877	30.089833	184.892504	49.909946	39.741494	40.408577	41.769196	18.397025	2.701621	14.976422	22.967505	11.797769	22.548862	24.006482	0.836475	129.973128	37.935462	33.187156	7.133137	17.942097	5.514952	81.877652	3.165437	1.271166	26.198337	23.932159	19.562806	18.285894	4.262570	67.421320	100.556761	46.920790	12.108032	8.940660	26.748261	10.777683	4.126285	22.770422	15.934429	79.166794	41.489190	34.138762	4.255616	22.603069	53.428087	4.818328	 
0.769782	2.244807	7.187928	124.220580	33.005105	80.105617	2.719547	7.905177	109.317303	7.370015	91.710464	52.647428	12.641556	21.536767	7.368550	16.141221	29.874654	4.620198	11.400296	4.708000	68.468439	47.643146	67.599323	32.449329	25.496755	43.905442	9.112581	29.254248	6.880992	2.719476	21.369559	23.649574	117.589484	85.716738	5.553833	10.957696	13.979610	30.964147	63.977526	330.020575	8.366781	32.259390	26.284885	32.842794	104.534208	92.859246	6.089431	68.083013	24.759353	96.790644	16.863898	56.860200	199.379467	61.606931	15.003964	23.726037	17.712029	74.382075	11.503425	126.763815	20.927382	11.746964	93.056467	26.174186	34.857613	7.349255	43.930889	8.987642	29.785966	21.727584	3.866079	74.601525	71.257484	76.522632	6.991723	60.837813	1.310709	4.443101	13.053793	5.908384	4.986852	 
30.777688	24.600341	7.965966	24.757471	92.537343	59.403786	43.985674	23.573145	58.146156	3.546175	63.173890	32.578847	43.408732	64.084540	99.398096	116.524916	8.140111	9.190395	42.654131	131.862660	86.366075	12.855164	34.320472	29.947471	33.413880	31.719655	24.344649	10.121756	32.820060	82.817068	37.379139	1.351655	18.214012	27.386725	27.289301	15.251882	68.350328	43.133238	29.050466	86.084660	39.036735	55.727986	56.840772	149.443083	35.305442	3.179129	80.447953	41.955921	81.432896	26.741161	50.612121	5.034053	30.508779	15.749764	4.311269	32.787068	66.083997	113.923328	50.680478	98.570136	35.667985	57.321980	38.422902	21.626047	0.876669	34.644290	95.762777	68.329176	50.048974	2.485886	1.030987	7.150324	140.287322	34.847852	4.234070	220.578294	48.477179	8.601856	151.890391	93.082925	209.517160	 
25.142832	15.140283	81.432430	41.640950	70.022351	18.476259	169.194076	34.162751	11.406942	16.519602	2.382078	1.503817	12.755133	31.650204	10.068510	239.351127	66.927908	28.730982	106.732952	25.855102	26.364296	64.527481	177.392869	5.138350	23.814166	23.045418	50.647773	9.721316	1.743523	19.363938	192.324979	187.724839	6.088727	140.785575	48.370739	58.542062	17.398806	12.622914	39.334222	28.728905	32.334171	1.432507	42.033556	61.649756	131.824529	47.438605	12.001409	64.992508	26.884288	81.675389	2.516166	42.383661	6.593460	9.658590	6.311318	61.297197	16.090943	28.058340	89.520517	2.467651	23.944169	49.078797	7.435595	31.112517	88.707559	6.281494	14.871362	26.211166	73.065869	79.241164	28.625138	73.467116	19.732795	31.437670	102.512019	8.861776	8.958973	32.929881	6.198845	17.400303	18.671612	 
79.383601	19.866902	2.595020	8.499629	9.104224	25.886273	3.174295	10.013176	4.843254	11.498158	21.462799	9.124914	39.043218	23.912911	63.311969	16.388231	62.761884	52.520608	88.904777	24.730604	99.527415	5.653403	88.498166	21.749628	4.661946	23.665903	213.792526	48.226579	53.072564	54.789011	3.262626	59.537971	13.542042	50.423572	46.969823	35.382367	3.068360	3.245637	42.168137	10.045019	79.934035	56.215801	26.872761	11.300082	8.244212	52.397228	7.161590	13.231847	29.015591	27.274472	6.706786	57.893222	80.417214	21.503752	103.766497	62.763708	15.889532	29.089328	23.730904	33.308889	53.570081	20.942233	5.076954	37.709314	4.970431	41.768308	32.693827	135.940412	10.565998	2.382383	9.255352	50.690855	14.845532	47.535004	13.027406	42.537821	38.336865	32.282553	60.244890	2.651591	9.035767	 
140.902915	67.114347	14.862463	49.665873	4.375891	7.739859	23.120809	31.846086	79.989690	2.710655	48.737683	26.522649	39.365412	30.436522	48.972284	12.219800	5.320218	35.932690	35.979171	25.256930	47.690877	44.065225	15.700439	50.049476	5.618639	60.780260	168.781898	47.976230	5.550507	30.050073	94.001778	55.602798	9.992065	35.613311	71.721214	105.937432	166.696627	29.204270	127.827320	13.059554	30.750291	55.899206	68.915084	53.848509	28.066674	2.680272	135.810032	8.204852	31.978169	28.921137	20.999405	135.752272	39.409447	21.608529	37.048414	35.418394	15.605101	98.319004	13.512458	133.909002	48.807495	46.989658	135.535065	41.653268	37.148026	173.424074	52.744068	132.192419	31.070861	79.217821	216.016346	0.590940	46.454594	8.860304	13.956730	112.917545	12.479654	108.317508	55.787840	59.926203	78.377710	 
78.361515	22.508011	102.990465	8.463917	7.235911	90.532089	2.205258	19.805091	6.760612	31.396578	6.215253	17.726796	54.751033	1.705924	44.549172	158.504768	39.890689	20.130332	6.791217	34.891484	60.198907	52.477126	7.963298	18.747850	94.630579	36.648678	200.161001	20.036717	13.327153	3.208925	25.036532	40.688917	2.344833	8.880018	36.735281	9.982783	9.584887	8.580154	52.298455	116.461593	4.115896	7.436603	71.527572	20.242074	26.519971	271.989918	21.890920	139.177425	106.330283	87.555274	29.681431	21.137993	53.513451	1.296552	20.993170	16.139140	14.068534	13.654698	104.736348	29.133377	76.103843	153.842514	2.065041	8.965581	63.702449	25.343538	44.407617	1.783237	61.237230	171.385170	54.224724	10.343287	48.284623	19.271428	17.195285	89.762709	72.550432	30.426710	7.926831	11.796042	4.991103	 
61.181746	40.579763	62.569204	161.404024	13.090361	30.665206	8.914793	2.312218	1.743381	32.825539	31.385875	47.336244	62.232069	9.382241	30.830997	24.576641	25.710362	2.713594	28.802858	55.224868	94.613813	77.582381	0.942484	25.440403	80.594785	8.412438	26.152610	179.445422	53.787200	79.092226	29.454175	19.379461	192.137058	50.970673	38.178768	46.031976	86.448200	8.370274	47.747632	28.070861	17.586899	18.494841	55.418882	33.694635	3.668983	43.002681	65.323404	21.080728	104.222876	34.849602	43.575392	1.706778	65.081746	45.963661	42.724939	14.044879	37.935949	1.820492	16.596546	88.639908	117.942914	6.986366	30.041493	23.589279	16.032100	13.464547	50.144421	30.517066	78.787531	82.718914	24.052307	18.995857	4.066034	6.022136	57.971239	6.109332	52.544570	98.179700	3.108952	37.959369	7.009746	 
57.145400	99.112655	38.264160	27.089378	1.235178	10.779402	134.827568	29.871044	16.006541	36.267340	2.208612	34.134090	130.169558	13.925059	6.964291	30.431317	28.290627	45.835252	24.895146	5.107732	75.123670	1.743764	3.952646	81.316258	29.524937	17.404829	1.426794	53.067090	14.987000	145.729129	50.544876	149.445210	41.049553	103.332765	32.257430	9.404657	37.190895	1.132337	22.473093	10.742064	12.286377	22.341568	74.560256	1.668813	67.200343	43.438946	33.759468	2.964330	42.468713	44.232450	6.743527	26.153182	67.991653	31.216123	32.205293	36.621256	11.442238	28.472358	21.693315	103.525921	25.238388	69.954079	41.563297	20.331985	50.102784	261.574194	28.514778	2.839973	4.117394	128.928104	53.760625	83.581740	27.870449	67.781410	26.902668	8.475969	45.711636	3.122263	104.412747	19.071485	61.560987	 
32.711045	10.348677	15.965390	5.949934	83.982292	194.997414	62.748490	46.220450	113.883145	9.243921	15.958803	48.988006	84.440282	21.824378	24.174256	2.066098	194.522853	13.417632	12.288033	90.105926	98.623519	61.860171	103.251897	46.616662	32.087394	24.586566	8.084101	52.775427	9.775841	28.034178	3.671533	52.425888	70.007787	9.390623	73.860537	28.629599	46.137550	23.574939	49.006312	35.005896	24.405305	6.793239	2.035584	28.113068	18.198102	52.242047	65.236628	5.989002	303.390023	179.792079	40.434296	1.869605	97.878159	94.735281	62.123498	57.464641	3.054056	8.136381	81.435881	70.916263	8.255875	163.136508	49.533343	91.148986	21.695162	104.247971	47.073089	106.453143	76.012747	46.489109	31.400366	47.276203	30.668454	165.838727	60.103876	93.321105	24.802481	46.845182	21.003605	3.123445	41.106352	 
