40
0.000000	14.711886	1.173480	17.936683	22.500221	7.826937	11.788946	82.489433	38.667228	7.253072	4.785819	14.223152	62.727367	30.837636	62.695515	22.574452	9.648585	32.664276	9.905059	6.551253	7.124210	17.410633	7.154110	5.643553	8.457293	10.471455	5.034740	19.336459	2.220130	15.326432	2.981236	26.971837	14.759071	40.889318	9.334595	54.218960	73.657501	104.409931	54.533082	57.204019	14.691721	 
197.833850	1.814140	8.467815	47.395761	8.284626	135.057527	13.640304	6.795742	38.434530	19.161735	1.098155	25.657642	71.629413	11.914020	3.409783	27.524325	39.976653	29.966261	0.769208	79.785806	36.484005	18.033695	19.935704	30.434060	20.616790	2.433254	25.370014	3.674003	3.435118	5.322416	60.473589	3.998447	47.260215	38.074135	1.450957	35.228897	10.454958	37.275440	2.277522	17.030616	4.660760	 
84.272764	9.518132	2.926384	46.825227	23.406799	4.341134	3.345161	17.198545	1.828117	23.485800	20.872796	8.934528	40.464711	0.398206	27.382190	6.525615	17.377620	102.171437	42.655284	197.238924	8.447421	33.433013	27.139022	1.186814	8.569677	15.750416	5.125768	8.350351	40.601181	18.355466	31.787361	15.901846	3.907241	1.882276	47.942458	18.246470	12.747658	170.972679	17.032524	21.856374	20.128651	 
113.666435	1.906975	7.355336	6.380607	6.854891	14.314304	70.888529	49.092315	16.461053	23.718419	18.621509	83.443983	11.019684	42.281918	3.787914	84.221005	64.491269	16.949724	4.680895	67.438175	53.733571	211.070983	8.489650	2.982567	13.626999	33.710060	39.746782	41.751367	18.690245	15.574526	16.121284	8.783529	49.951286	6.193291	24.033746	21.967052	22.325619	104.995189	11.284900	55.069456	9.357408	 
24.689853	0.260707	16.640752	48.059849	3.703974	35.117728	1.746590	13.367871	12.827168	61.648588	39.794573	3.347937	1.613388	79.028696	55.055521	52.401012	89.645187	20.911023	51.481744	45.774653	53.735922	15.820198	136.260737	36.058669	11.464881	76.250565	19.171417	9.677930	56.034619	19.771039	39.190857	9.854793	66.992206	36.553760	66.689155	45.728765	22.102084	6.146717	27.749511	41.758233	59.187894	 
21.959593	4.102465	6.684108	113.322447	67.621489	5.179034	49.233811	2.441667	26.095886	24.382084	25.176543	28.002527	5.090740	45.762093	3.261296	22.255242	19.653462	20.449944	6.543369	43.366047	29.577724	7.249868	23.520988	3.477929	4.050529	5.559854	155.247771	67.722290	31.013452	21.536099	34.403317	15.092028	18.766919	51.020615	21.170571	7.033057	9.637170	9.614360	17.019337	26.442941	58.318980	 
62.692862	28.717454	56.255657	12.932716	85.518369	0.397639	4.638848	2.481986	71.285884	0.604216	6.238192	64.696973	7.543060	27.707934	44.427521	43.997801	27.251332	1.629677	35.672579	114.832906	2.804248	13.485484	8.817368	95.094690	19.238490	12.004972	75.984216	2.671904	51.433054	19.828184	65.628518	47.381094	30.015629	10.041497	84.555046	67.067740	38.383225	134.997841	9.037626	27.433828	26.565770	 
51.763677	50.612704	6.918609	35.764269	6.434723	4.965386	19.035253	4.668479	86.811934	40.391191	80.748224	3.633887	7.499674	36.616988	6.565634	32.073485	37.382405	1.700785	21.623289	4.359036	20.951907	26.814276	18.314738	31.781721	48.307310	4.652366	13.896983	62.337120	41.054564	23.418829	2.900442	3.265799	32.365564	70.886757	51.960279	2.396149	11.974521	65.605944	4.187175	17.611588	79.834805	 
41.191016	25.277630	109.756749	11.420963	12.896703	8.406998	26.896159	44.455104	2.838673	30.022638	5.466862	46.686344	98.281701	25.665878	42.536478	14.869405	3.571485	70.568183	15.960237	101.411041	7.576772	0.868324	16.830855	34.828702	30.273284	37.206898	5.022949	25.825109	39.653589	7.716220	142.242116	13.877731	13.000838	20.179340	27.897455	35.165017	10.168072	121.776138	14.223989	10.527638	3.639009	 
69.273289	79.011503	20.726043	58.094841	6.247192	104.418347	27.370208	70.215654	12.796979	2.836840	18.317431	0.468562	11.391859	30.190940	16.083926	41.659222	20.798159	55.588719	37.183654	126.139781	1.264795	51.205784	67.692224	58.677782	29.125570	20.703770	4.765196	27.441500	5.073356	0.177892	11.103314	13.714801	1.481055	47.095317	10.946116	0.982767	28.237034	8.744169	21.626044	22.892696	12.112142	 
75.301836	77.338765	57.513502	14.038646	35.374449	1.295490	35.547692	18.770816	1.164676	36.875902	11.526357	11.317072	4.312693	3.939547	22.984829	91.181510	32.469848	71.529391	1.496333	15.681826	2.354144	14.038617	82.689144	13.382695	79.887194	24.464621	42.951181	73.622537	79.693345	28.713657	22.639597	6.875062	0.684134	18.192816	4.384404	47.699325	32.249471	84.085640	46.625823	17.076165	35.371297	 
15.419367	37.399143	8.276691	1.382715	121.284020	13.274900	71.627110	6.744549	13.771207	30.014401	36.274056	10.392051	33.759105	4.542327	22.678376	50.155217	23.288285	37.869288	10.416239	72.215812	9.957558	33.433108	44.723890	11.583239	3.276530	25.134820	47.207311	4.295925	47.690708	29.014941	19.272219	64.274639	5.988865	23.754282	80.252667	7.124938	15.346276	14.917720	30.720000	13.446967	4.611984	 
40.766746	29.193060	11.349675	17.066989	65.662819	34.982376	9.488615	43.367986	0.998442	4.139760	13.038265	87.800040	2.600705	61.000980	19.704992	72.765425	0.425892	5.981245	81.400216	153.262877	2.789839	17.331270	1.410557	7.941972	46.416269	31.783582	13.203665	54.181373	25.075715	0.536501	28.952517	124.035546	65.277880	11.093753	42.775632	79.588134	41.136526	5.031423	12.758156	75.730940	21.709791	 
