64
0.000000	9.627456	51.244625	8.008369	73.008197	51.450540	61.083017	74.710551	2.853115	37.599142	53.997164	52.843936	59.982750	3.384805	11.434798	58.832800	9.367087	17.251504	141.419876	32.609944	56.139554	25.639676	129.496061	50.502149	29.690981	93.227938	35.503014	23.991005	9.484183	174.245746	56.493442	110.933558	2.881618	61.675631	109.269154	127.032676	76.499863	25.869427	4.149466	91.854276	32.069197	18.007576	65.148363	28.726168	119.732590	11.368444	93.342216	7.253123	71.332163	37.900061	40.322985	75.556413	112.150947	38.819862	29.698439	46.680963	28.012319	46.017191	3.753985	57.596656	149.546466	35.803373	18.093351	160.429363	8.638048	 
86.595819	0.303417	5.314885	23.889579	136.148728	64.281207	38.653302	55.382932	26.184479	60.660257	27.662314	39.872672	34.847670	33.955067	10.993945	123.690092	38.035050	14.022838	121.428054	45.203717	13.488889	33.241883	49.625136	27.183702	21.052746	20.103798	86.306632	113.459691	1.813930	72.319987	12.117392	22.255509	13.908669	9.376738	11.745845	25.054019	13.356170	42.829888	44.365317	25.653649	48.909729	14.895861	20.911000	65.254401	16.245092	88.396934	106.146708	3.002377	155.178286	23.560184	39.212082	23.053869	12.870340	80.536687	27.625011	82.254088	1.531530	79.275984	41.524356	41.758205	20.677398	13.070170	13.180167	19.018107	27.172893	 
98.190604	61.546249	1.965800	17.807574	13.597311	67.212706	6.425999	17.938153	138.348430	59.306352	23.541723	140.928848	194.444067	3.626294	33.586613	62.147276	95.430477	6.208432	8.070619	160.472946	88.899403	32.598469	24.584139	15.100242	9.930313	54.260193	91.556604	3.716870	16.961474	24.991700	25.220634	9.384932	87.667525	7.402481	81.554731	75.602171	10.241184	25.344663	24.333886	12.313162	124.441504	75.862842	44.019939	46.692457	26.586314	112.448878	15.113852	144.699579	28.200092	32.646067	24.809588	12.347275	13.865933	42.000179	151.198334	129.655588	6.677099	3.784135	84.137976	18.924714	9.327910	122.563255	66.616465	89.062693	35.530040	 
93.651374	2.002712	30.518515	4.450017	12.722792	77.635894	13.700844	19.810464	46.992055	56.868803	18.879374	27.254190	106.971555	47.167782	36.220479	45.690848	38.974927	10.154970	5.508332	73.986002	31.250661	43.324995	27.300041	202.948496	36.455224	20.943718	26.417703	27.121627	38.598181	75.921417	149.729223	98.531358	38.717943	32.509769	12.103088	11.537575	22.875010	22.776362	30.330757	72.171976	51.865622	6.332384	2.355654	181.079541	78.210484	43.987066	12.772700	71.110500	141.661653	2.542028	12.807113	2.702172	22.259875	2.678885	95.664886	14.642088	45.866399	119.554150	27.728211	16.255487	91.896231	14.786627	37.519409	63.828457	14.972936	 
8.714789	1.412789	19.434548	36.250617	13.621677	1.247399	53.309610	82.309366	6.391233	56.038747	15.214957	8.484866	90.821952	15.697709	52.487066	48.941561	65.802100	23.942156	36.000943	32.603079	49.435425	21.634930	119.836663	39.041387	11.572544	17.135960	98.068921	36.223565	26.291939	67.468086	10.834325	1.036337	57.075316	24.028249	5.058503	12.249131	75.157757	69.453521	3.138786	88.326998	16.472585	1.611504	91.391186	108.671345	124.795433	7.957601	24.085488	5.142512	10.376551	56.436288	181.987971	9.195284	121.218021	46.082512	12.182189	35.592677	32.372590	60.220321	50.307008	0.858102	132.677640	21.490572	24.162017	20.831951	61.116565	 
98.086520	35.479078	7.245086	129.931138	3.070896	3.870107	82.758709	95.745936	4.128369	52.507195	13.167498	11.813298	4.239580	22.286751	44.765757	122.756307	18.549433	22.810404	7.458848	42.569579	12.378929	25.620787	36.947371	28.690137	21.173027	35.019771	36.037363	32.208032	7.953336	22.020040	170.473399	23.299327	69.985960	58.614496	2.324677	19.596161	37.637248	132.826397	37.205121	38.874154	21.174107	17.759558	193.755621	85.564211	139.788431	28.793669	49.352505	1.330414	26.122389	40.278896	37.918556	24.405175	44.218693	0.739573	190.326001	42.687584	68.795341	22.050905	31.102268	23.716263	62.386431	7.555751	5.348951	3.927078	33.051068	 
10.729922	137.143720	15.282153	52.093377	28.249629	10.521540	12.426093	50.786555	2.896066	55.282802	6.639908	41.141664	48.285960	27.204847	3.818557	30.052007	17.619877	96.923567	39.056870	48.464811	207.709986	4.744918	15.558849	16.593520	29.893453	9.594811	33.311783	27.281551	64.585723	26.730924	26.980808	16.541506	29.211396	105.623041	35.068795	12.476101	82.104478	47.860466	4.137282	76.775314	12.633462	9.717178	38.968171	8.247119	2.558662	25.807558	0.897139	12.886823	14.053214	89.515655	35.376101	29.210485	89.338484	31.096251	164.844737	27.187857	53.948388	18.479764	3.919183	54.155046	3.983582	20.565488	35.188630	82.927504	31.923960	 
7.180152	7.078343	98.120816	4.756487	22.611978	36.087045	3.085000	0.430100	145.185605	48.342780	30.041886	84.715048	17.522237	25.513934	32.145114	27.266804	42.639369	36.812972	36.077325	2.306138	95.474937	16.664761	4.941891	91.630657	22.251398	36.035743	8.963664	17.712570	45.351335	6.852944	14.788037	12.034341	6.971946	89.413882	37.977680	25.967088	0.286290	26.677073	7.908913	159.429367	44.273926	48.717528	112.013880	9.342885	92.082748	52.692178	21.025601	97.288790	86.474141	33.201200	8.507461	35.026350	141.313808	54.009950	12.984608	51.496001	19.041508	48.337698	8.631560	79.138895	19.897686	41.451390	7.981498	20.867205	88.921487	 
8.452050	61.275879	8.238329	82.024914	75.760621	46.156020	3.165437	12.570923	14.293899	12.562706	9.538591	3.818824	14.626134	7.303040	44.317140	11.954623	98.428977	7.054038	21.831485	5.066273	30.051914	64.574403	15.366145	14.477399	125.645750	50.296435	25.281295	30.556817	11.395900	15.297028	9.100300	43.217827	4.017700	16.994610	7.906924	2.221396	44.210538	10.899246	56.795946	111.693818	17.129943	18.083024	25.159926	31.548153	90.412019	61.795185	2.502830	65.885077	80.597575	40.298055	8.055287	28.704706	69.549447	32.102811	5.850287	23.044481	12.253947	9.163549	27.021563	30.795746	37.736415	6.016915	10.394278	135.214457	57.919350	 
116.688577	25.671047	31.913486	28.004320	32.304195	86.887202	5.535133	185.939414	2.481801	1.085238	69.144529	38.449770	2.869114	14.672142	17.102772	13.334346	17.793847	6.998112	21.047066	90.330672	2.228594	26.188503	104.085743	3.455636	66.213493	13.438823	1.834648	16.474916	7.474798	53.213202	7.972089	85.082930	8.408865	27.784333	16.079801	19.037114	7.588022	15.319563	11.819190	54.898211	4.784927	11.818740	16.393312	3.587555	8.570541	7.552081	17.870415	7.474580	18.833936	20.609333	79.093036	20.209523	127.813805	18.376749	23.885704	61.985206	52.164330	6.636384	57.100061	8.539835	36.933481	6.764278	21.248602	6.020620	39.188741	 
19.735137	1.575391	51.198944	17.843939	25.568373	2.458733	109.775922	64.178779	115.642291	130.523956	10.173949	5.707541	28.618478	39.461438	107.910857	45.808142	3.529877	45.379534	11.891532	66.404532	5.444760	26.450859	24.213686	11.120468	5.591872	2.342652	21.754978	135.786873	6.095518	5.853786	123.774548	165.874521	16.626360	60.990072	169.293379	32.688546	22.631249	9.811509	25.647061	2.521675	3.236913	42.769693	113.040869	27.113095	38.055847	13.772920	2.341492	0.211322	16.057317	9.835972	13.986002	24.272527	16.719940	42.270997	15.546697	57.801347	55.742209	7.857834	15.355788	7.107420	2.872064	22.442683	16.668259	19.263337	15.062397	 
0.770306	78.829269	28.071750	119.996824	39.353113	13.028104	39.467379	26.179451	16.567610	27.503819	142.530978	6.193813	86.944787	45.013992	47.472152	39.774480	1.118831	14.079891	32.736958	19.392378	21.594152	36.952911	41.954770	28.019218	42.159333	13.450315	78.708618	3.970083	23.844516	70.614602	22.277442	2.898184	36.942555	9.997514	5.688658	50.679525	11.063058	4.322079	116.210561	19.565509	5.707937	95.702637	2.900629	225.653332	8.116746	7.096992	45.499082	102.848260	13.002101	10.336539	18.313883	13.692071	15.953876	19.368010	24.578184	0.724988	15.348702	74.535917	26.416563	48.298061	18.522727	28.260342	162.239597	66.916959	63.766212	 
