16
0.000000	26.247667	5.892406	14.696114	59.629813	95.499204	42.555141	20.550440	3.878459	13.102421	6.860133	27.820188	4.367383	23.265655	44.798199	19.203697	17.058148	 
29.961090	0.328851	25.760932	0.282595	26.694270	13.958189	30.457465	13.672434	16.610378	42.123516	26.693373	1.003437	20.988274	3.251265	46.545281	83.524588	10.833279	 
24.916672	84.652713	24.105993	5.440456	16.547490	3.498598	1.612104	4.876962	0.576052	50.699210	8.728793	8.237438	11.659760	8.260612	9.814299	2.259483	12.786753	 
3.639369	75.665104	15.085460	9.350181	7.201465	8.991043	5.888500	72.441971	0.870651	14.808760	22.336846	8.406745	13.900194	34.957910	1.849574	7.318071	71.937852	 
7.311907	3.781379	9.811553	4.474280	0.125678	11.396752	23.655713	46.208629	43.963617	12.059532	11.358594	85.862555	43.007917	43.982974	12.968819	3.061601	16.678708	 
7.568321	3.301503	27.449915	7.311963	35.174729	1.402565	30.117498	22.126233	52.569128	7.017005	26.724873	12.281970	65.251667	9.454837	19.452691	4.277240	4.681923	 
9.845095	6.875818	13.581458	5.306998	20.585052	2.107107	2.298648	42.358575	93.200934	16.015530	18.586730	71.053494	1.824672	7.222315	0.978858	80.012582	47.889917	 
37.391284	34.447799	14.025913	34.560473	28.096671	5.080153	12.541547	1.759975	8.123067	21.913000	2.856738	27.514092	9.780397	4.915124	26.101677	19.713576	0.551825	 
37.481571	15.918264	8.839681	9.392739	47.389856	28.199157	36.184408	19.178027	4.876423	35.762015	6.858657	13.873961	35.273372	7.936458	19.705257	8.060535	7.362306	 
30.420635	16.644490	63.897753	25.136604	60.131503	4.216787	3.718674	16.208767	2.396741	6.999073	8.609839	9.466110	0.751079	11.685917	14.346768	12.992648	7.575113	 
11.036569	66.524104	9.259892	18.843673	0.212574	19.119214	32.245074	13.206531	22.351162	14.456383	3.886007	5.795035	12.932639	3.773011	8.497896	23.189766	12.452536	 
26.422211	26.122717	60.133879	5.650982	1.758878	17.162576	23.616793	13.858666	93.878884	4.151644	17.166338	2.444409	10.933782	21.090481	3.378904	14.421236	21.217155	 
22.112241	36.425844	7.045206	32.641708	35.385361	9.691600	1.706281	60.926259	19.333726	23.303511	68.340752	5.650606	0.131618	46.503182	10.174399	58.780709	12.112581	 
3.176198	27.196788	17.157803	11.591847	4.768581	13.761388	15.525815	1.930052	11.971556	11.093564	21.014739	1.401907	38.207647	7.660013	34.692249	83.034037	57.632988	 
43.399652	14.255835	6.043081	12.715807	83.407647	30.538032	4.056507	17.854906	7.153083	12.530607	19.021017	7.284609	13.762529	37.352292	5.113235	62.733793	1.520890	 
10.610518	3.728946	0.774317	11.226431	49.368178	20.435445	25.345345	16.524178	6.091641	11.948754	10.469446	57.784798	1.231633	57.562640	15.985095	10.487708	29.405115	 
5.463082	36.722929	9.450122	21.455869	6.709878	29.006514	62.138935	33.318896	2.068414	27.520244	9.065161	15.937869	0.686446	1.819519	5.072977	53.277698	0.254410	
