16
0.000000	6.397152	9.113655	30.756029	6.827358	3.836112	5.921198	20.083614	5.121059	15.596376	2.818339	12.892756	24.317491	28.953581	85.231369	39.722585	16.715139	 
1.544803	3.060947	3.405155	23.903002	5.900848	8.196772	6.267071	30.683428	26.862557	7.832223	10.230110	29.444614	13.315295	6.064775	37.563515	5.140192	37.023084	 
10.377883	17.002051	0.062401	19.481634	33.987682	43.113283	9.931323	41.868191	26.031567	14.966589	4.524160	4.478267	29.719429	3.883099	15.027795	6.393027	33.237172	 
4.848490	16.340803	16.135416	9.065172	2.459891	52.695508	22.340072	1.175034	11.068611	3.202031	14.222059	15.951812	31.178855	11.704532	6.773196	35.364385	1.123331	 
7.754235	26.687504	3.789383	10.154569	1.678794	10.448539	10.437417	0.711626	1.461045	55.681639	8.863168	31.915752	31.995072	28.036290	74.258723	8.114562	1.571108	 
3.692733	4.299181	11.061210	81.398451	25.494444	3.936111	5.101467	34.394460	24.412769	26.113835	0.905544	14.179648	17.665336	28.396035	10.621110	8.696776	5.530049	 
28.403983	11.684306	63.485206	4.790364	34.933564	1.600960	0.734277	8.269269	81.907945	4.419465	7.712986	34.554630	9.944076	2.081540	7.661507	26.181546	33.667146	 
4.078683	10.109054	30.789143	20.251717	17.712987	14.835807	2.253678	3.935752	182.561219	9.493410	7.549204	9.285645	43.270785	12.957471	6.775313	18.050891	27.058472	 
29.411190	6.086873	1.117647	1.144742	20.140316	32.280130	37.667348	10.198403	12.407602	23.124575	16.264709	3.844896	1.637989	6.452409	41.111365	18.057656	13.626117	 
13.328868	25.927439	7.898247	29.234973	27.613768	7.543759	24.518848	1.048086	17.251125	5.075141	5.499985	8.690913	0.980012	42.343271	85.425821	1.173492	21.190331	 
6.978921	8.107271	1.687107	13.597346	23.458944	20.546387	15.375981	31.847204	5.339946	7.119836	3.382456	37.097121	2.205302	8.221519	38.211099	3.536043	14.450818	 
20.506989	4.282526	33.139767	2.574258	26.786602	7.455559	0.501329	44.301258	33.272314	5.727212	2.146880	1.699006	0.771387	0.315455	6.461266	21.613463	5.747878	 
27.386999	5.792131	37.849892	16.349721	45.469056	26.351373	20.682566	15.771853	3.525389	21.430870	1.844291	11.098841	2.033398	38.567656	16.812288	45.173249	12.749598	 
1.216962	4.236404	22.258588	42.174695	5.458504	43.395062	5.213467	22.232506	66.737319	25.685935	40.080580	1.359208	27.331269	1.270971	9.282138	5.373319	10.305926	 
24.028703	8.941584	8.683842	31.872848	41.193773	15.369897	30.519443	12.982024	5.098279	5.649348	29.235172	11.100721	38.494688	43.406719	2.512179	12.713972	50.786698	 
1.034706	22.272763	72.291715	4.762571	22.360622	25.556039	10.986022	18.159890	7.619172	7.296593	55.558582	5.076650	3.307125	10.863994	25.413919	2.646814	7.433482	 
1.929925	2.901846	18.574122	8.337867	17.188317	60.539057	11.540298	24.147589	69.313270	36.719844	5.015558	13.040667	0.642204	12.933480	25.578074	12.438577	1.638397	
