16
0.000000	6.947130	16.925063	55.150314	2.762501	37.035330	33.913912	52.486705	15.236177	19.440525	18.928980	22.038796	6.013582	2.763925	6.519889	28.679644	14.619150	 
7.987730	8.896889	8.767906	13.038472	49.193346	0.670470	1.218349	6.451176	7.784960	35.667052	64.217650	22.179291	14.702900	35.640717	0.985685	10.081191	40.772759	 
34.159578	16.322240	1.344379	2.004914	43.929583	2.039978	6.841255	0.663767	11.762720	68.160316	34.051705	10.851313	31.677202	32.745847	3.452523	24.540162	15.684863	 
57.556340	32.725863	29.267809	15.327082	32.160602	26.755814	63.881267	22.133932	15.939539	59.295530	29.553761	4.335101	3.567384	88.271672	9.259768	3.344338	35.979217	 
2.287747	20.823424	33.173711	14.685583	1.446880	69.915575	2.277659	12.926658	9.792086	26.965434	56.814500	11.331777	14.544667	26.695263	0.697126	34.674487	73.302150	 
24.924973	22.424629	16.933166	47.630700	94.120958	3.369680	5.596498	10.536534	4.606202	5.509232	36.224581	46.562875	27.775151	11.138227	4.499060	12.827151	48.667869	 
1.849470	6.398873	1.070496	19.567619	53.193592	26.488602	1.811362	39.131489	27.294176	31.895792	9.571980	3.207628	37.383324	5.177409	24.773589	10.501027	1.751065	 
8.130430	23.747178	5.266078	4.933971	6.485284	13.186020	24.271740	0.990160	5.652954	5.673701	18.821437	24.710003	47.908746	7.914733	17.412872	4.087180	8.386086	 
2.387719	51.074525	34.291860	9.556325	44.547665	15.576374	3.199683	40.150246	1.698163	32.688848	9.042980	36.628270	9.346685	22.953021	5.592055	46.786347	43.797030	 
7.992145	28.355546	38.404404	6.312940	49.218835	8.486600	58.947617	21.086212	20.241239	1.894169	4.379330	7.568929	3.973832	8.181707	8.351368	1.053874	17.373785	 
23.627116	6.427849	9.990110	18.113980	4.609990	22.630839	0.626930	15.893792	1.098767	0.666071	0.525137	2.368297	0.708217	10.551215	5.858154	18.692505	39.467949	 
4.465360	9.127524	3.876043	7.321081	7.321684	0.453960	132.701093	53.438355	7.232638	12.864985	1.515812	2.409182	1.417965	86.549858	24.592248	75.171183	15.496527	 
23.884398	3.180935	72.387450	32.124028	34.892483	35.845967	12.868501	16.771713	18.022645	16.531393	8.426133	16.184721	3.912963	1.111470	23.188196	20.258923	15.339552	 
5.741213	12.376440	24.192394	4.054509	17.262921	34.843405	0.274603	22.911164	4.694962	83.977776	8.223030	32.200010	12.696162	6.960218	12.195452	35.386128	9.758784	 
13.306292	17.555408	4.433490	28.671800	17.065022	1.368466	8.823531	26.923839	2.234621	7.916459	23.889810	12.395892	38.341272	15.216009	0.530198	6.165976	30.875206	 
3.236618	24.333515	67.076033	2.702824	6.972443	2.843313	69.768070	9.955764	21.322221	48.153363	10.609332	8.648885	46.090637	15.501184	55.036053	6.693606	33.301491	 
15.948296	48.066778	46.952175	8.327557	44.474052	14.186732	110.497387	3.446759	38.540068	19.981759	16.947596	31.300196	2.776407	29.701034	22.500147	77.072155	1.194756	
